,职位编码,职位名称,所在城市,发布日期,薪资待遇(k),公司编码,公司名称,公司全称,公司规模,所在区域,最低学历,融资状态,公司类型,经度,纬度,全职/实习,工作经验
0,4399609,图像处理,北京,2018-04-28 13:39:10,28.0,25439,Udesk－企业级智能客服平台,北京沃丰时代数据科技有限公司,150-500人,西城区,博士,B轮,其他,116.357353,39.939211,全职,3-5年
1,2567485,图像处理与分析算法工程师,杭州,2018-04-27 09:54:51,19.0,35559,亲宝宝,杭州点望科技有限公司,150-500人,西湖区,硕士,B轮,"移动互联网,社交网络",120.097412,30.266811,全职,1-3年
2,3419176,图像处理工程师,北京,2018-04-27 10:57:49,28.0,129,陌陌,北京陌陌科技有限公司,500-2000人,朝阳区,大专,上市公司,社交网络,115.99339,39.99426,全职,3-5年
3,4412127,图像处理,昆明,2018-04-12 15:44:29,7.0,300659,匠品科技,匠品科技（深圳）有限公司,15-50人,官渡区,本科,天使轮,"移动互联网,电子商务",102.725917,25.025756,全职,不限
4,3943432,【OpenCV/图像处理/图像算法工程师】,武汉,2018-04-18 11:29:39,14.0,277312,微晟,微晟（武汉）技术有限公司,15-50人,洪山区,本科,不需要融资,"移动互联网,硬件",114.412546,30.500298,全职,1-3年
5,3979817,图像处理Leader,北京,2018-04-27 11:18:12,35.0,62831,明略数据,北京明略软件系统有限公司,150-500人,海淀区,硕士,C轮,数据服务,116.330747,39.9947,全职,3-5年
6,3678626,图像处理工程师,北京,2018-04-25 15:16:28,35.0,329,网易,网易（杭州）有限公司,2000人以上,海淀区,硕士,上市公司,"电子商务,移动互联网",115.99339,39.99426,全职,3-5年
7,4277943,图像处理专家,南京,2018-03-30 10:22:45,37.0,19875,vivo,维沃移动通信有限公司,2000人以上,雨花台区,本科,未融资,移动互联网,118.742866,31.988081,全职,5-10年
8,4036075,图像处理,北京,2018-04-20 22:37:50,14.0,284680,北京艳江科技,北京艳江科技发展有限公司,15-50人,昌平区,本科,天使轮,硬件,,,全职,1-3年
9,4462607,图像处理研究员,深圳,2018-04-28 11:01:39,25.2,40459,商汤科技,北京市商汤科技开发有限公司,500-2000人,南山区,本科,B轮,移动互联网,113.920038,22.494927,全职,1-3年
10,4160993,图像处理,上海,2018-04-25 09:16:01,21.0,150654,信号旗,信号旗智能科技（上海）有限公司,15-50人,浦东新区,硕士,A轮,数据服务,121.605683,31.178004,全职,3-5年
11,3139783,图像处理/模式识别算法工程师,北京,2018-04-28 13:59:25,15.8,3334,七鑫易维,北京七鑫易维信息技术有限公司,50-150人,朝阳区,硕士,B轮,"移动互联网,硬件",0.0,0.0,全职,1-3年
12,4277644,图像处理开发工程师,北京,2018-04-28 11:08:08,21.0,4128,知乎,北京智者天下科技有限公司,500-2000人,海淀区,本科,D轮及以上,"移动互联网,社交网络",116.350094,40.007985,全职,1-3年
13,4249164,图像处理工程师,北京,2018-04-26 10:16:34,21.0,21474,必要商城,珠海随变科技有限公司,50-150人,朝阳区,本科,不需要融资,电子商务,115.99339,39.99426,全职,3-5年
14,2711007,图像处理工程师,青岛,2018-04-11 16:39:35,12.6,112945,青岛鼎信,青岛鼎信通讯股份有限公司,2000人以上,市南区,本科,上市公司,其他,120.415547,36.076209,全职,不限
15,3979791,图像处理工程师,北京,2018-04-27 11:18:11,28.0,62831,明略数据,北京明略软件系统有限公司,150-500人,海淀区,硕士,C轮,数据服务,116.330747,39.9947,全职,1-3年
16,2265233,图像处理工程师,深圳,2018-03-30 10:22:47,28.0,19875,vivo,维沃移动通信有限公司,2000人以上,福田区,本科,未融资,移动互联网,114.0607696,22.56776037,全职,3-5年
17,4423925,图像处理工程师,济南,2018-04-23 15:48:47,12.0,104298,北明软件,北明软件有限公司,2000人以上,高新区,本科,上市公司,"移动互联网,数据服务",117.141711,36.662479,全职,1-3年
18,3480331,图像处理研发工程师,广州,2018-04-27 11:15:42,17.0,28393,爱云校,北京修齐治平科技有限公司,500-2000人,天河区,硕士,C轮,"教育,数据服务",113.356269,23.134926,全职,1年以下
19,3267061,视觉/图像处理研究员,北京,2018-04-25 14:20:42,38.0,50702,美团点评,北京三快在线科技有限公司,2000人以上,朝阳区,硕士,D轮及以上,"移动互联网,O2O",116.48864,40.007096,全职,5-10年
20,2235144,全景图像处理工程师,北京,2018-04-28 09:26:37,29.0,113761,企鹅创新,企鹅创新（北京）科技有限公司,15-50人,,本科,天使轮,"硬件,移动互联网",116.4800105,39.99724951,全职,3-5年
21,3905236,图像处理工程师,福州,2018-04-08 16:57:48,17.0,76740,岂微,福州岂微网络科技有限公司,15-50人,鼓楼区,硕士,天使轮,"移动互联网,游戏",119.270634,26.074504,全职,1-3年
22,4175779,软件工程师（图像处理）,深圳,2018-04-26 16:07:31,19.6,166781,智神信息技术,桂林智神信息技术有限公司,500-2000人,福田区,本科,未融资,"移动互联网,企业服务",114.027021,22.52845,全职,3-5年
23,4349420,图像处理工程师,南京,2018-03-30 09:28:04,10.8,225119,云创大数据,南京云创大数据科技股份有限公司,150-500人,秦淮区,硕士,不需要融资,"移动互联网,数据服务",118.874379,32.018445,全职,3-5年
24,3964072,图像处理工程师,北京,2018-04-13 14:25:23,28.0,154010,NovuMind Inc.,北京异构智能科技有限公司,15-50人,海淀区,硕士,B轮,其他,116.297356,40.049092,全职,3-5年
25,3895674,图像处理和OCR算法工程师,上海,2018-04-13 10:30:26,16.0,26376,灵兮科技,上海灵兮信息科技有限公司,15-50人,杨浦区,本科,A轮,"移动互联网,企业服务",,,全职,1-3年
26,4225299,图像处理工程师,无锡,2018-04-08 08:21:04,17.0,331629,声亚医疗,无锡声亚医疗科技有限公司,15-50人,无锡新区,硕士,天使轮,医疗健康,120.358818,31.538042,全职,1-3年
27,2311307,图像处理工程师,北京,2018-04-27 10:58:18,14.0,23727,知网,同方知网（北京）技术有限公司,2000人以上,海淀区,硕士,上市公司,"移动互联网,电子商务",116.35717,40.04444006,全职,不限
28,4053010,图像处理软件工程师,北京,2018-04-12 13:44:55,25.2,155166,北京博视智动,北京博视智动技术有限公司,15-50人,丰台区,本科,未融资,"信息安全,数据服务",116.387519,39.841112,全职,不限
29,4477552,图像处理工程师,北京,2018-04-25 10:15:28,5.6,87908,天睿空间,北京天睿空间科技股份有限公司,50-150人,朝阳区,硕士,天使轮,数据服务,116.47372,40.01282,全职,应届毕业生
30,3597682,图像处理工程师,北京,2018-04-27 11:15:42,19.0,28393,爱云校,北京修齐治平科技有限公司,500-2000人,朝阳区,本科,C轮,"教育,数据服务",116.481459,39.99646,全职,1-3年
31,3901571,图像处理工程师/专家,深圳,2018-03-30 10:22:48,35.0,19875,vivo,维沃移动通信有限公司,2000人以上,福田区,本科,未融资,移动互联网,114.060635,22.567334,全职,3-5年
32,3965388,计算机视觉/图像处理工程师,北京,2018-04-26 15:03:08,28.0,303915,创智臻视,北京创智臻视科技有限公司,15-50人,海淀区,硕士,天使轮,"信息安全,数据服务",,,全职,不限
33,4417563,高级视觉导航与图像处理工程师,武汉,2018-04-24 15:35:48,17.8,224751,立得空间,北京立得空间信息技术有限公司,150-500人,东湖新技术开发区,本科,未融资,"移动互联网,数据服务",114.402633,30.442719,全职,1-3年
34,4332402,图像处理算法工程师,北京,2018-04-28 15:46:48,21.0,190413,云脑科技,杭州云脑科技有限公司,15-50人,朝阳区,硕士,A轮,"企业服务,数据服务",116.443108,39.92147,全职,3-5年
35,4334071,图像处理工程师/实习生,北京,2018-04-26 22:24:14,24.0,39934,每日优鲜,北京每日优鲜电子商务有限公司,500-2000人,朝阳区,本科,C轮,"移动互联网,电子商务",116.479363,39.986108,全职,3-5年
36,4210933,图像处理工程师,北京,2018-04-08 09:31:42,21.0,313662,佳光科技,北京佳光科技有限公司,15-50人,海淀区,硕士,A轮,"硬件,其他",116.30899,39.981654,全职,1-3年
37,3969968,图像处理架构师,北京,2018-04-17 21:33:34,48.0,3328,好未来,北京世纪好未来教育科技有限公司,2000人以上,海淀区,本科,上市公司,"移动互联网,教育",116.314526,39.982338,全职,5-10年
38,4085957,图像处理工程师,深圳,2018-04-16 10:09:23,14.0,118968,智影医疗,深圳市智影医疗科技有限公司,15-50人,龙华新区,硕士,A轮,医疗健康,114.06515,22.6733,全职,1-3年
39,4491423,计算机视觉/图像处理,南宁,2018-04-27 10:00:35,3.8,331379,策顺网络公司,广州策顺网络科技有限公司,50-150人,青秀区,不限,未融资,"电子商务,游戏",108.332286,22.814313,全职,应届毕业生
40,4379533,算法工程师-图像处理方向,深圳,2018-04-08 10:33:50,19.0,347533,蒙迪爱尔,深圳市美迪服装有限公司,150-500人,龙岗区,硕士,未融资,其他,114.074914,22.644757,全职,3-5年
41,3055701,图像处理开发工程师,合肥,2018-04-02 17:56:34,13.2,21980,科大讯飞,科大讯飞股份有限公司,2000人以上,高新区,本科,上市公司,"移动互联网,数据服务",117.14372,31.830538,全职,3-5年
42,4270333,图像处理,北京,2018-04-04 09:42:38,21.0,166721,BitBays,北京币贝科技有限公司,50-150人,海淀区,本科,不需要融资,"移动互联网,金融",116.326663,39.984118,全职,不限
43,2535112,图像处理软件工程师,北京,2018-04-12 13:44:56,17.8,155166,北京博视智动,北京博视智动技术有限公司,15-50人,丰台区,本科,未融资,"信息安全,数据服务",116.387814,39.841162,全职,1-3年
44,4129192,图像处理工程师,北京,2018-04-24 11:58:26,21.0,298378,mioto喵图,北京东方畅享科技有限公司,15-50人,海淀区,本科,A轮,移动互联网 企业服务,116.310136,39.983619,全职,不限
45,4005130,图像处理与识别研发工程师,北京,2018-04-28 10:04:25,21.0,3328,好未来,北京世纪好未来教育科技有限公司,2000人以上,海淀区,本科,上市公司,"移动互联网,教育",116.313701,39.978427,全职,1-3年
46,3480303,图像处理助理研发工程师,广州,2018-04-27 11:15:43,10.8,28393,爱云校,北京修齐治平科技有限公司,500-2000人,天河区,硕士,C轮,"教育,数据服务",113.356269,23.134926,全职,1年以下
47,3741785,图像处理OCV（智能）,武汉,2018-04-18 11:32:33,21.0,277312,微晟,微晟（武汉）技术有限公司,15-50人,洪山区,本科,不需要融资,"移动互联网,硬件",114.412546,30.500298,全职,5-10年
48,3487137,图像处理算法工程师,深圳,2018-04-28 10:57:53,28.0,107664,AKULAKU,岩心科技（深圳）有限公司,150-500人,南山区,本科,B轮,"移动互联网,金融",113.943847,22.529035,全职,1-3年
