,职位编码,职位名称,所在城市,发布日期,薪资待遇(k),公司编码,公司名称,公司全称,公司规模,所在区域,最低学历,融资状态,公司类型,经度,纬度,全职/实习,工作经验
0,4497559,perl,上海,2018-04-28 10:30:33,14.0,73861,汇宜金融,上海汇宜金融信息服务有限公司,50-150人,宝山区,本科,B轮,移动互联网、数据服务,121.43105,31.33875,全职,1-3年
1,4482103,Perl开发工程师,北京,2018-04-25 17:00:44,12.0,123777,通力互联,北京通力互联技术服务有限公司,2000人以上,海淀区,大专,不需要融资,"电子商务,企业服务",116.273477,40.046049,全职,1-3年
2,4214643,perl开发工程师,上海,2018-04-17 10:19:26,9.8,7046,中盈优创,中盈优创资讯科技有限公司,500-2000人,黄浦区,本科,未融资,"数据服务,招聘",121.477199,31.23249,全职,3-5年
3,3578688,Python工程师/Perl工程师/Php工程师,广州,2018-04-19 13:54:10,9.6,75870,航旅天空,广州航旅天空信息科技有限公司,50-150人,天河区,本科,上市公司,"移动互联网,数据服务",113.329079,23.132082,全职,3-5年
